web-scraper-order,web-scraper-start-url,função / subfunção,Dotação Orçamentária,Valor Empenhado,%(B/A)%,Valor Liquidado,Valor Pago
"1676497007-1050","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","17.328.743,00","15.876.914,38","91,62","15.729.878,00","15.689.393,70"
"1676497007-1051","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","6.889,00","0,00","0,00","0,00","0,00"
"1676497007-1052","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FORMACAO DE RECURSOS HUMANOS","0,00","0,00","0,00","0,00","0,00"
"1676497007-1053","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA A CRIANCA E AO ADOLESCENTE","3.046.520,00","2.993.858,22","98,27","2.128.703,70","2.128.703,70"
"1676497007-1054","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","PATRIMONIO HISTORICO, ARTISTICO E ARQUEOLOGICO","2.706.610,00","2.085.314,30","77,05","2.085.314,30","2.085.314,30"
"1676497007-1055","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIFUSAO CULTURAL","25.414.241,00","9.986.260,92","39,29","9.935.293,93","9.899.526,26"
"1676497007-1056","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","27.273.000,00","23.064.722,86","84,57","23.064.722,86","23.064.722,86"
"1676497007-1057","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","8.248.370,00","6.053.619,51","73,39","5.509.450,73","5.371.732,01"
"1676497007-1058","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIREITOS DA CIDADANIA","64.761.344,00","36.712.221,64","56,69","35.356.746,12","34.794.004,73"
"1676497007-1059","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","376.049,00","0,00","0,00","0,00","0,00"
"1676497007-1060","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","NORMALIZACAO E FISCALIZACAO","21.434.866,00","19.020.451,97","88,74","18.930.941,02","18.925.674,22"
"1676497007-1061","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","385.690,00","0,00","0,00","0,00","0,00"
"1676497007-1062","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FORMACAO DE RECURSOS HUMANOS","0,00","0,00","0,00","0,00","0,00"
"1676497007-1063","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA AO IDOSO","528.500,00","0,00","0,00","0,00","0,00"
"1676497007-1064","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA AO PORTADOR DE DEFICIENCIA","1.132.000,00","0,00","0,00","0,00","0,00"
"1676497007-1065","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA A CRIANCA E AO ADOLESCENTE","4.378.588,00","636.751,50","14,54","636.751,50","615.069,61"
"1676497007-1066","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ASSISTENCIA COMUNITARIA","853.000,00","797.801,11","93,53","797.801,11","797.801,11"
"1676497007-1067","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","35.672.651,00","16.257.217,06","45,57","14.991.252,49","14.455.459,79"
"1676497007-1068","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","URBANISMO","945.553.493,00","722.843.640,60","76,45","682.850.835,15","674.455.719,74"
"1676497007-1069","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","25.720.085,00","24.309.053,26","94,51","24.212.672,45","24.109.620,54"
"1676497007-1070","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","385.000,00","99.331,34","25,80","99.331,34","99.331,34"
"1676497007-1071","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ORDENAMENTO TERRITORIAL","11.481.010,00","4.025.380,00","35,06","1.797.423,80","1.797.423,80"
"1676497007-1072","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FORMACAO DE RECURSOS HUMANOS","11.871,00","11.871,00","100,00","11.871,00","11.871,00"
"1676497007-1073","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","VIGILANCIA SANITARIA","39.408.442,00","39.408.420,47","100,00","39.408.420,47","39.408.420,47"
"1676497007-1074","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","406.055.245,00","281.968.321,74","69,44","245.450.110,26","237.639.388,13"
"1676497007-1075","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","SERVICOS URBANOS","388.985.188,00","302.265.581,01","77,71","301.115.324,05","300.633.982,68"
"1676497007-1076","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TRANSPORTES COLETIVOS URBANOS","63.143.950,00","63.067.117,63","99,88","63.067.117,63","63.067.117,63"
"1676497007-1077","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","PRESERVACAO E CONSERVACAO AMBIENTAL","0,00","0,00","0,00","0,00","0,00"
"1676497007-1078","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","RECUPERACAO DE AREAS DEGRADADAS","2.000.000,00","0,00","0,00","0,00","0,00"
"1676497007-1079","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","RECURSOS HIDRICOS","8.362.702,00","7.688.564,15","91,94","7.688.564,15","7.688.564,15"
"1676497007-1080","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","HABITACAO","62.606.171,00","32.713.978,65","52,25","32.673.846,48","32.153.381,82"
"1676497007-1081","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","3.189.708,00","3.016.063,16","94,56","2.979.807,57","2.945.628,56"
"1676497007-1082","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","HABITACAO URBANA","59.416.463,00","29.697.915,49","49,98","29.694.038,91","29.207.753,26"
"1676497007-1083","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","SANEAMENTO","1.500.535,00","0,00","0,00","0,00","0,00"
"1676497007-1084","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","1.500.000,00","0,00","0,00","0,00","0,00"
"1676497007-1085","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","SANEAMENTO BASICO URBANO","535,00","0,00","0,00","0,00","0,00"
"1676497007-1086","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","GESTAO AMBIENTAL","73.426.631,00","65.170.811,75","88,76","64.896.233,90","64.610.235,16"
"1676497007-1087","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","62.910.766,00","61.240.896,19","97,35","61.081.168,34","60.795.169,60"
"1676497007-1088","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","NORMALIZACAO E FISCALIZACAO","4.549.853,00","3.644.522,41","80,10","3.644.522,41","3.644.522,41"
"1676497007-1089","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","150.900,00","147.156,12","97,52","73.578,06","73.578,06"
"1676497007-1090","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","4.000,00","0,00","0,00","0,00","0,00"
"1676497007-1091","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","PRESERVACAO E CONSERVACAO AMBIENTAL","2.785.612,00","138.237,03","4,96","96.965,09","96.965,09"
"1676497007-1092","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CONTROLE AMBIENTAL","1.816.000,00","0,00","0,00","0,00","0,00"
"1676497007-1093","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","RECUPERACAO DE AREAS DEGRADADAS","1.145.000,00","0,00","0,00","0,00","0,00"
"1676497007-1094","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","LAZER","64.500,00","0,00","0,00","0,00","0,00"
"1676497007-1095","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","CIENCIA E TECNOLOGIA","7.767.953,00","4.333.077,98","55,78","4.003.808,88","3.977.262,22"
"1676497007-1096","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","3.115.264,00","2.854.593,81","91,63","2.770.982,66","2.745.948,00"
"1676497007-1097","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","2.833.764,00","691.793,84","24,41","625.190,84","625.190,84"
"1676497007-1098","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","EMPREGABILIDADE","124.467,00","95.189,32","76,48","92.189,32","92.189,32"
"1676497007-1099","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DESENVOLVIMENTO CIENTIFICO","182.000,00","59.392,00","32,63","19.912,00","19.912,00"
"1676497007-1100","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DIFUSAO DO CONHECIMENTO CIENTIFICO E TECNOLOGICO","1.308.240,00","632.109,01","48,32","495.534,06","494.022,06"
"1676497007-1101","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TURISMO","204.218,00","0,00","0,00","0,00","0,00"
"1676497007-1102","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","AGRICULTURA","965.000,00","0,00","0,00","0,00","0,00"
"1676497007-1103","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ABASTECIMENTO","965.000,00","0,00","0,00","0,00","0,00"
"1676497007-1104","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","COMERCIO E SERVICOS","30.261.446,00","7.800.498,53","25,78","7.780.499,22","6.073.674,02"
"1676497007-1105","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ADMINISTRACAO GERAL","3.749.405,00","3.624.522,26","96,67","3.624.522,26","3.563.696,94"
"1676497007-1106","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TECNOLOGIA DA INFORMACAO","25.000,00","0,00","0,00","0,00","0,00"
"1676497007-1107","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","810.000,00","499.432,94","61,66","499.432,94","467.030,47"
"1676497007-1108","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TURISMO","25.677.041,00","3.676.543,33","14,32","3.656.544,02","2.042.946,61"
"1676497007-1109","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","COMUNICACOES","9.339.938,00","8.672.250,00","92,85","8.672.250,00","8.672.250,00"
"1676497007-1110","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","COMUNICACAO SOCIAL","9.329.938,00","8.672.250,00","92,95","8.672.250,00","8.672.250,00"
"1676497007-1111","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","TURISMO","10.000,00","0,00","0,00","0,00","0,00"
"1676497007-1112","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ENERGIA","68.028.252,00","61.465.685,36","90,35","56.789.956,41","56.789.956,41"
"1676497007-1113","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ENERGIA ELETRICA","68.028.252,00","61.465.685,36","90,35","56.789.956,41","56.789.956,41"
"1676497007-1114","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DESPORTO E LAZER","22.347.014,00","7.342.114,20","32,86","6.356.415,29","6.025.699,27"
"1676497007-1115","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","FORMACAO DE RECURSOS HUMANOS","0,00","0,00","0,00","0,00","0,00"
"1676497007-1116","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","INFRA-ESTRUTURA URBANA","17.069.569,00","3.106.307,66","18,20","2.263.153,61","1.932.437,59"
"1676497007-1117","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DESPORTO DE RENDIMENTO","40.184,00","0,00","0,00","0,00","0,00"
"1676497007-1118","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","DESPORTO COMUNITARIO","3.848.261,00","3.255.563,93","84,60","3.236.933,17","3.236.933,17"
"1676497007-1119","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","LAZER","1.389.000,00","980.242,61","70,57","856.328,51","856.328,51"
"1676497007-1120","https://transparencia.fortaleza.ce.gov.br/index.php/despesa/consultar?exercicio=2018&opcaoPesquisa=porAreaAtuacao&filtro=Digite+nome%2C+parte+do+nome+ou+CPF%2FCNPJ&btnConsolidada=Consultar","ENCARGOS ESPECIAIS","261.777.483,00","254.853.184,79","97,35","247.844.370,31","246.307.052,27"
